KEY,EMG,IMU
1529,505,9.81
1530,499,9.77
1531,480,9.82
1532,493,9.79
1533,473,9.82
1534,473,9.8
1535,468,9.83
1536,487,9.8
1537,476,9.82
1538,495,9.83
1539,495,9.77
1540,497,9.79
1541,479,9.81
1542,459,9.82
1543,459,9.82
1544,485,9.81
1545,476,9.82
1546,471,9.8
1547,499,9.81
1548,478,9.84
1549,493,9.8
1550,482,9.82
1551,485,9.83
1552,472,9.79
1553,477,9.82
1554,504,9.82
1555,485,9.84
1556,484,9.81
1557,495,9.83
1558,478,9.81
1559,496,9.82
1560,488,9.81
1561,479,9.82
1562,462,9.8
1563,482,9.82
1564,440,9.8
1565,481,9.81
1566,496,9.81
1567,475,9.83
1568,487,9.8
1569,469,9.82
1570,475,9.78
1571,473,9.81
1572,479,9.79
1573,471,9.81
1574,498,9.81
1575,501,9.82
1576,475,9.83
1577,476,9.84
1578,465,9.8
1579,517,9.83
1580,520,9.82
1581,482,9.79
1582,475,9.79
1583,469,9.79
1584,490,9.78
1585,492,9.82
1586,498,9.8
1587,481,9.82
1588,486,9.82
1589,504,9.84
1590,493,9.8
1591,473,9.84
1592,493,9.82
1593,488,9.81
1594,519,9.81
1595,511,9.85
1596,486,9.82
1597,481,9.83
1598,464,9.81
1599,468,9.81
1600,503,9.79
1601,507,9.81
1602,504,9.8
1603,483,9.83
1604,487,9.83
1605,478,9.78
1606,493,9.79
1607,496,9.81
1608,509,9.83
1609,505,9.79
1610,481,9.81
1611,495,9.82
1612,502,9.8
1613,501,9.81
1614,474,9.8
1615,480,9.8
1616,570,9.8
1617,519,9.83
1618,490,9.8
1619,501,9.81
1620,481,9.81
1621,487,9.82
1622,479,9.8
1623,499,9.93
1624,502,9.82
1625,510,9.82
1626,491,9.81
1627,486,9.82
1628,460,9.81
1629,473,9.82
1630,489,9.8
1631,482,9.79
1632,506,9.8
1633,459,9.81
1634,459,9.81
1635,554,9.78
1636,512,9.8
1637,505,9.82
1638,499,9.79
1639,482,9.8
1640,500,9.81
1641,479,9.82
1642,476,9.82
1643,503,9.78
1644,486,9.78
1645,492,9.82
1646,500,9.79
1647,513,9.84
1648,478,9.82
1649,485,9.82
1650,465,9.81
1651,477,9.82
1652,517,9.78
1653,504,9.81
1654,460,9.81
1655,485,9.82
1656,462,9.78
1657,485,9.82
1658,553,9.81
1659,526,9.83
1660,494,9.84
1661,500,9.81
1662,503,9.8
1663,509,9.15
1664,499,9.79
1665,506,9.83
1666,541,9.8
1667,477,9.8
1668,484,9.72
1669,492,9.64
1670,507,9.82
1671,490,9.75
1672,469,9.79
1673,465,9.8
1674,485,9.83
1675,485,9.8
1676,473,9.82
1677,483,9.81
1678,479,9.81
1679,489,9.8
1680,514,9.85
1681,486,9.84
1682,481,9.77
1683,494,9.82
1684,474,9.68
1685,491,9.74
1686,550,9.8
1687,513,9.82
1688,506,9.79
1689,491,9.85
1690,495,9.8
1691,507,9.82
1692,510,9.83
1693,518,9.81
1694,493,9.82
1695,513,9.84
1696,512,9.79
1697,499,9.73
1698,480,9.87
1699,500,9.81
1700,509,9.8
1701,484,9.82
1702,482,9.78
1703,464,9.76
1704,481,9.82
1705,476,9.83
1706,478,9.83
1707,494,9.8
1708,478,9.75
1709,493,9.87
1710,503,9.89
1711,472,9.88
1712,481,9.77
1713,510,9.82
1714,474,9.73
1715,477,9.89
1716,487,9.82
1717,469,9.85
1718,470,9.85
1719,465,9.79
1720,493,9.75
1721,497,9.81
1722,476,9.81
1723,491,9.83
1724,500,9.82
1725,518,9.79
1726,491,9.81
1727,472,9.8
1728,477,9.8
1729,467,9.84
1730,472,9.8
1731,501,9.8
1732,503,9.8
1733,509,9.82
1734,484,9.79
1735,494,9.81
1736,478,9.83
1737,488,9.76
1738,495,9.79
1739,492,9.74
1740,478,9.8
1741,482,9.79
1742,476,10.13
1743,495,9.84
1744,478,9.81
1745,483,9.81
1746,477,9.76
1747,494,9.81
1748,480,9.84
1749,523,9.83
1750,487,9.78
1751,493,9.89
1752,498,9.82
1753,456,9.79
1754,493,9.7
1755,489,9.79
1756,508,9.8
1757,480,9.8
1758,513,9.78
1759,501,9.82
1760,502,9.82
1761,461,9.79
1762,508,9.84
1763,501,9.8
1764,499,9.87
1765,479,9.8
1766,506,9.8
1767,502,9.82
1768,509,9.84
1769,492,9.83
1770,491,9.82
1771,460,9.82
1772,479,9.8
1773,466,9.78
1774,468,9.9
1775,450,9.81
1776,556,9.83
1777,531,9.81
1778,527,9.8
1779,551,9.78
1780,518,9.86
1781,485,9.77
1782,480,9.84
1783,507,9.8
1784,517,9.83
1785,516,9.82
1786,513,9.8
1787,495,9.89
1788,495,9.9
1789,480,9.85
1790,492,9.8
1791,511,9.86
1792,515,9.78
1793,519,9.86
1794,504,9.8
1795,486,9.83
1796,501,9.82
1797,495,9.83
1798,476,9.83
1799,467,9.8
1800,487,9.8
1801,507,9.76
1802,494,9.83
1803,479,9.83
1804,489,9.8
1805,506,9.79
1806,491,9.85
1807,503,9.77
1808,505,9.8
1809,504,9.83
1810,480,9.8
1811,492,9.83
1812,485,9.78
1813,488,9.82
1814,498,9.83
1815,485,9.81
1816,494,9.85
1817,473,9.81
1818,483,9.78
1819,536,9.82
1820,480,9.79
1821,484,9.82
1822,502,9.75
1823,478,9.83
1824,478,9.81
1825,500,9.81
1826,506,9.83
1827,494,9.86
1828,490,9.82
1829,480,9.89
1830,489,9.86
1831,547,9.87
1832,525,9.76
1833,492,9.2
1834,492,9.9
1835,496,9.83
1836,475,9.88
1837,499,9.81
1838,490,9.82
1839,479,9.83
1840,487,9.67
1841,488,9.77
1842,483,9.86
1843,470,9.81
1844,477,9.78
1845,474,9.86
1846,488,9.78
1847,510,9.8
1848,462,9.81
1849,459,9.85
1850,467,9.81
1851,499,9.81
1852,500,9.8
1853,488,9.82
1854,495,9.83
1855,499,9.82
1856,481,9.77
1857,485,9.82
1858,501,9.83
1859,512,9.82
1860,492,9.82
1861,479,9.8
1862,466,9.82
1863,507,9.79
1864,504,9.84
1865,509,9.82
1866,488,9.84
1867,490,9.81
1868,561,9.81
1869,525,9.8
1870,509,9.81
1871,490,9.81
1872,488,9.82
1873,512,9.78
1874,491,9.83
1875,507,9.82
1876,506,9.81
1877,464,9.85
1878,485,9.79
1879,501,9.81
1880,499,9.79
1881,484,9.81
1882,457,9.82
1883,459,9.8
1884,487,9.79
1885,480,9.79
1886,478,9.84
1887,481,9.83
1888,471,9.82
1889,470,9.82
1890,459,9.79
1891,515,9.78
1892,490,9.79
1893,484,9.8
1894,464,9.83
1895,470,9.79
1896,462,9.78
1897,500,9.81
1898,508,9.79
1899,509,9.83
1900,482,9.83
1901,483,9.8
1902,477,9.81
1903,481,9.84
1904,496,9.79
1905,508,9.8
1906,488,9.82
1907,472,9.8
1908,470,9.8
1909,489,9.81
1910,493,9.77
1911,484,9.8
1912,504,9.8
1913,497,9.83
1914,508,9.84
1915,521,9.82
1916,506,9.8
1917,485,9.81
1918,476,9.83
1919,477,9.8
1920,503,9.8
1921,477,9.84
1922,503,9.82
1923,506,9.82
1924,516,9.81
1925,511,9.81
1926,519,9.82
1927,491,9.82
1928,477,9.85
1929,461,9.81
1930,478,9.81
1931,502,9.83
1932,483,9.8
1933,477,9.8
1934,478,9.83
1935,489,9.83
1936,468,9.82
1937,488,9.8
1938,477,9.82
1939,483,9.82
1940,494,9.82
1941,444,9.82
1942,468,9.83
1943,464,9.8
1944,500,9.81
1945,505,9.81
1946,498,9.82
1947,498,9.8
1947,512,9.83
1949,489,9.78
1950,477,9.81
1951,474,9.85
1952,470,9.82
1953,480,9.82
1954,486,9.81
1955,476,9.8
1956,556,9.83
1957,517,9.79
1958,507,9.81
1959,456,9.8
1960,484,9.81
1961,468,9.8
1962,545,9.79
1963,513,9.83
1964,481,9.76
1965,491,9.82
1966,484,9.82
1967,499,9.77
1968,502,9.79
1969,476,9.8
1970,498,9.81
1971,477,9.82
1972,471,9.81
1973,465,9.81
1974,494,9.82
1975,489,9.8
1976,493,9.78
1977,507,9.82
1978,483,9.81
1979,504,9.82
1980,476,9.8
1981,480,9.8
1982,467,9.83
1983,499,9.8
1984,507,9.79
1985,490,9.78
1986,554,9.8
1987,521,9.84
1988,496,9.83
1989,507,9.81
1990,511,9.83
1991,512,9.8
1992,511,9.81
1993,513,9.78
1994,508,9.78
1995,492,9.81
1996,491,9.83
1997,502,9.82
1998,479,9.81
1999,466,9.83
2000,484,9.82
2000,472,9.78
2000,471,9.83
2001,488,9.81
2002,469,9.81
2005,490,9.82
2006,495,9.82
2007,478,9.82
2008,526,9.8
2009,512,9.8
2010,489,9.82
2011,488,9.76
2012,496,9.83
2013,487,9.82
2014,494,9.77
2015,473,9.82
2016,460,9.81
2017,471,9.81
2018,465,9.84
2019,534,9.82
2020,469,9.83
2021,490,9.82
2022,508,9.82
2023,479,9.81
2024,490,9.79
2025,466,9.83
2026,452,9.79
2027,461,9.82
2028,485,9.82
2029,496,9.83
2030,488,9.83
2031,494,9.83
2032,499,9.82
2033,497,9.8
2034,504,9.83
2035,486,9.81
2036,507,9.84
2037,487,9.82
2038,473,9.8
2039,496,9.79
2040,482,9.82
2041,477,9.8
2042,511,9.79
2043,496,9.81
2044,498,9.81
2045,505,9.77
2046,485,9.79
2047,488,9.82
2048,463,9.81
2049,486,9.81
2050,480,9.84
2051,492,9.82
2052,500,9.8
2053,485,9.79
2054,469,9.82
2055,459,9.84
2056,494,9.8
2057,457,9.84
2058,468,9.8
2059,494,9.83
2060,505,9.81
2061,488,9.82
2062,491,9.8
2063,479,9.8
2064,478,9.84
2065,500,9.83
2066,488,9.82
2067,492,9.82
2068,491,9.82
2069,474,9.81
2070,491,9.82
2071,497,9.82
2072,502,9.83
2073,505,9.81
2074,521,9.84
2075,512,9.79
2076,487,9.8
2077,491,9.8
2078,475,9.82
2079,484,9.78
2080,474,9.79
2081,480,9.85
2082,466,9.8
2083,498,9.82
2084,473,9.79
2085,487,9.8
2086,503,9.8
2087,488,9.81
2088,477,9.81
2089,494,9.81
2090,491,9.83
2091,488,9.78
2092,483,9.78
2093,486,9.8
2094,484,9.83
2095,495,9.8
2096,501,9.83
2097,507,9.81
2098,492,9.8
2099,473,9.83
2100,486,9.82
2101,496,9.79
2102,506,9.82
2103,492,9.81
2104,469,9.85
2105,498,9.81
2106,497,9.83
2107,503,9.81
2108,493,9.83
2109,524,9.81
2110,511,9.83
2111,508,9.8
2112,497,9.82
2113,511,9.82
2114,495,9.83
2115,478,9.82
2116,499,9.81
2117,489,9.82
2118,547,9.81
2119,485,9.78
2120,479,9.83
2121,470,9.8
2122,477,9.79
2123,490,9.84
2124,497,9.82
2125,470,9.82
2126,488,9.8
2127,502,9.81
2128,468,9.81
2129,490,9.78
2130,488,9.83
2131,500,9.86
2132,475,9.79
2133,493,9.84
2134,494,9.81
2135,497,9.81
2136,472,9.81
2137,481,9.81
2138,524,9.8
2139,496,9.8
2140,545,9.81
2141,505,9.83
2142,528,9.79
2143,497,9.82
2144,473,9.79
2145,493,9.83
2146,494,9.79
2147,500,9.8
2148,505,9.81
2149,502,9.8
2150,484,9.8
2151,497,9.78
2152,486,9.83
2153,501,9.82
2154,497,9.82
2155,484,9.82
2156,478,9.77
2157,472,9.81
2158,483,9.79
2159,469,9.79
2160,487,9.81
2161,472,9.8
2162,471,9.81
2163,465,9.8
2164,483,9.83
2165,463,9.81
2166,490,9.82
2167,490,9.8
2168,465,9.84
2169,483,9.84
2170,445,9.8
2171,484,9.82
2172,483,9.8
2173,489,9.8
2174,474,9.82
2175,485,9.79
2176,479,9.84
2177,519,9.83
2178,483,9.8
2179,460,9.79
2180,463,9.8
2181,460,9.82
2182,460,9.81
2183,463,9.83
2184,473,9.8
2185,479,9.81
2186,488,9.82
2187,483,9.83
2188,476,9.8
2189,468,9.79
2190,487,9.81
2191,474,9.83
2192,485,9.79
2193,486,9.83
2194,478,9.84
2195,497,9.8
2196,497,9.81
2197,487,9.8
2198,504,9.82
2199,500,9.79
2200,492,9.82
2201,490,9.84
2202,455,9.82
2203,483,9.8
2204,494,9.84
2205,497,9.8
2206,501,9.8
2207,481,9.8
2208,504,9.75
2209,485,9.83
2210,498,9.8
2211,488,9.81
2212,470,9.81
2213,462,9.79
2214,475,9.81
2215,462,9.82
2216,475,9.8
2217,490,9.82
2218,479,9.82
2219,475,9.8
2220,465,9.81
2221,478,9.8
2222,472,9.84
2223,463,9.82
2224,485,9.78
2225,468,9.8
2226,477,9.83
2227,469,9.81
2228,492,9.81
2229,486,9.79
2230,497,9.78
2231,474,9.81
2232,487,9.83
2233,496,9.8
2234,499,9.8
2235,504,9.8
2236,496,9.81
2237,483,9.8
2238,540,9.82
2239,505,9.81
2240,484,9.83
2241,504,9.83
2242,497,9.81
2243,511,9.78
2244,506,9.83
2245,479,9.82
2246,487,9.81
2247,500,9.84
2248,512,9.84
2249,500,9.83
2250,478,9.81
2251,498,9.81
2252,504,9.82
2253,488,9.8
2254,488,9.8
2255,461,9.83
2256,467,9.8
2257,463,9.79
2258,469,9.82
2259,470,9.81
2260,483,9.81
2261,467,9.8
2262,553,9.82
2263,512,9.81
2264,492,9.83
2265,498,9.79
2266,500,9.78
2267,481,9.83
2268,498,9.82
2269,496,9.83
2270,489,9.8
2271,489,9.83
2272,496,9.79
2273,489,9.84
2274,497,9.83
2275,507,9.82
2276,504,9.78
2277,479,9.8
2278,482,9.82
2279,481,9.81
2280,488,9.82
2281,494,9.83
2282,509,9.82
2283,508,9.8
2284,478,9.78
2285,484,9.81
2286,464,9.85
2287,475,9.81
2288,469,9.81
2289,487,9.79
2290,512,9.83
2291,498,9.8
2292,487,9.82
2293,480,9.83
2294,462,9.83
2295,475,9.8
2296,459,9.8
2297,473,9.84
2298,498,9.81
2299,499,9.83
2300,508,9.84
2301,465,9.83
2302,454,9.84
2303,457,9.8
2304,500,9.83
2305,510,9.79
2306,485,9.81
2307,485,9.82
2308,497,9.83
2309,482,9.8
2310,486,9.83
2311,480,9.84
2312,489,9.84
2313,474,9.81
2314,460,9.84
2315,452,9.82
2316,495,9.79
2317,470,9.82
2318,449,9.81
2319,442,9.82
2320,486,9.83
2321,479,9.83
2322,470,9.8
2323,465,9.8
2324,482,9.85
2325,478,9.82
2326,484,9.81
2327,479,9.8
2328,490,9.82
2329,473,9.8
2330,549,9.78
2331,524,9.78
2332,492,9.81
2333,497,9.81
2334,497,9.8
2335,480,9.8
2336,506,9.8
2337,494,9.8
2338,498,9.81
2339,503,9.81
2340,490,9.84
2341,487,9.83
2342,499,9.81
2343,485,9.82
2344,496,9.8
2345,509,9.82
2346,506,9.77
2347,463,9.84
2348,472,9.78
2349,498,9.81
2350,501,9.8
2351,486,9.79
2352,505,9.77
2353,489,9.81
2354,493,9.82
2355,473,9.8
2356,479,9.82
2357,507,9.82
2358,496,9.78
2359,507,9.79
2360,479,9.81
2361,484,9.8
2362,475,9.83
2363,490,9.8
2364,491,9.82
2365,551,9.82
2366,474,9.81
2367,487,9.81
2368,478,9.78
2369,494,9.81
2370,496,9.78
2371,478,9.8
2372,492,9.83
2373,501,9.79
2374,517,9.82
2375,501,9.81
2376,509,9.79
2377,479,9.8
2378,485,9.84
2379,503,9.81
2380,509,9.8
2381,506,9.78
2382,478,9.79
2383,490,9.84
2384,550,9.79
2385,524,9.78
2386,503,9.84
2387,493,9.79
2388,501,9.82
2389,475,9.84
2390,498,9.8
2391,491,9.83
2392,482,9.84
2393,489,9.81
2394,475,9.83
2395,477,9.81
2396,470,9.82
2397,488,9.8
2398,489,9.81
2399,505,9.79
2400,481,9.8
2401,489,9.8
2402,502,9.82
2403,460,9.82
2404,476,9.79
2405,466,9.8
2406,476,9.79
2407,489,9.82
2408,514,9.82
2409,502,9.84
2410,491,9.77
2411,490,9.82
2412,469,9.82
2413,483,9.83
2414,470,9.84
2415,507,9.82
2416,514,9.8
2417,507,9.81
2418,487,9.8
2419,489,9.8
2420,494,9.81
2421,480,9.81
2422,496,9.8
2423,485,9.81
2424,478,9.81
2425,465,9.81
2426,488,9.82
2427,472,9.79
2428,496,9.8
2429,488,9.82
2430,465,9.8
2431,494,9.8
2432,494,9.83
2433,473,9.81
2434,498,9.82
2435,477,9.83
2436,488,9.8
2437,468,9.85
2438,476,9.83
2439,464,9.82
2440,490,9.83
2441,470,9.83
2442,489,9.83
2443,468,9.81
2444,475,9.84
2445,501,9.82
2446,504,9.82
2447,471,9.82
2448,495,9.82
2449,482,9.83
2450,471,9.84
2451,472,9.8
2452,461,9.78
2453,494,9.81
2454,470,9.82
2455,463,9.82
2456,480,9.8
2457,478,9.81
2458,482,9.8
2459,543,9.85
2460,480,9.81
2461,490,9.81
2462,469,9.81
2463,457,9.82
2464,457,9.8
2465,497,9.81
2466,457,9.81
2467,465,9.79
2468,485,9.79
2469,468,9.81
2470,486,9.83
2471,477,9.82
2472,482,9.81
2473,462,9.84
2474,472,9.82
2475,459,9.8
2476,494,9.8
2477,501,9.81
2478,486,9.8
2479,469,9.76
2480,468,9.78
2481,498,9.79
2482,495,9.82
2483,497,9.81
2484,495,9.81
2485,494,9.83
2486,521,9.81
2487,480,9.81
2488,468,9.79
2489,480,9.78
2490,501,9.84
2491,502,9.81
2492,501,9.82
2493,543,9.8
2494,548,9.82
2495,530,9.82
2496,513,9.83
2497,492,9.78
2498,485,9.81
2499,554,9.78
2500,561,9.8
2501,560,9.84
2502,560,9.8
2503,541,9.8
2504,504,9.82
2505,493,9.82
2506,557,9.81
2507,545,9.83
2508,513,9.82
2509,552,9.79
2510,552,9.8
2511,562,9.81
2512,542,9.82
2513,518,9.8
2514,565,9.81
2515,549,9.83
2516,524,9.81
2517,515,9.82
2518,513,9.84
2519,495,9.82
2520,492,9.81
2521,482,9.81
2522,493,9.79
2523,519,9.81
2524,506,9.82
2525,481,9.82
2526,498,9.81
2527,511,9.83
2528,538,9.81
2529,508,9.83
2530,486,9.81
2531,472,9.83
2532,476,9.81
2533,523,9.81
2534,501,9.8
2535,505,9.82
2536,503,9.82
2537,481,9.81
2538,508,9.81
2539,509,9.79
2540,511,9.75
2541,513,9.81
2542,487,9.8
2542,496,9.79
2544,485,9.84
2545,510,9.81
2546,487,9.8
2547,491,9.81
2548,503,9.82
2549,498,9.84
2550,473,9.81
2551,493,9.82
2552,482,9.83
2553,471,9.82
2554,467,9.79
2555,506,9.82
2556,509,9.82
2557,493,9.86
2558,491,9.79
2559,475,9.78
2560,480,9.82
2561,495,9.81
2562,500,9.79
2563,505,9.82
2564,486,9.81
2565,490,9.81
2566,510,9.81
2567,495,9.83
2568,509,9.82
2569,507,9.79
2570,493,9.81
2571,494,9.82
2572,501,9.79
2573,476,9.84
2574,492,9.81
2575,504,9.8
2576,477,9.79
2577,485,9.82
2578,499,9.81
2579,483,9.83
2580,491,9.82
2581,497,9.82
2582,513,9.79
2583,473,9.8
2584,468,9.81
2585,489,9.8
2586,479,9.82
2587,489,9.81
2588,497,9.86
2589,477,9.85
2590,459,9.83
2591,456,9.8
2592,480,9.79
2593,477,9.8
2594,472,9.81
2595,467,9.8
2596,514,9.8
2597,487,9.81
2598,482,9.78
2599,479,9.83
2600,485,9.79
2601,506,9.83
2602,503,9.82
2603,473,9.81
2604,480,9.82
2605,458,9.8
2606,488,9.81
2607,502,9.84
2608,489,9.79
2609,498,9.82
2610,505,9.76
2611,507,9.81
2612,502,9.81
2613,509,9.82
2614,499,9.83
2615,477,9.83
2616,484,9.83
2617,475,9.82
2618,491,9.8
2619,505,9.79
2620,509,9.81
2621,479,9.8
2622,468,9.8
2623,475,9.83
2624,469,9.79
2625,482,9.81
2626,476,9.84
2627,484,9.79
2628,467,9.81
2629,487,9.81
2630,522,9.81
2631,503,9.79
2632,476,9.8
2633,507,9.8
2634,515,9.84
2635,493,9.8
2636,506,9.81
2637,489,9.84
2638,482,9.79
2639,496,9.84
2640,482,9.81
2641,487,9.82
2642,497,9.82
2643,454,9.83
2644,477,9.81
2645,467,9.8
2646,485,9.83
2647,484,9.81
2648,497,9.82
2649,472,9.82
2650,475,9.81
2651,471,9.8
2652,487,9.79
2653,467,9.79
2654,457,9.83
2655,455,9.8
2656,485,9.81
2657,490,9.8
2658,506,9.82
2659,505,9.79
2660,479,9.79
2661,478,9.79
2662,472,9.83
2663,468,9.82
2664,501,9.8
2665,495,9.82
2666,502,9.81
2667,492,9.82
2668,476,9.8
2669,492,9.82
2670,476,9.82
2671,494,9.83
2672,502,9.8
2673,490,9.82
2674,478,9.8
2675,474,9.82
2676,493,9.83
2677,496,9.83
2678,501,9.81
2679,508,9.79
2680,508,9.79
2681,497,9.81
2682,486,9.81
2683,489,9.84
2684,473,9.81
2685,492,9.82
2686,501,9.83
2687,499,9.76
2688,504,9.8
2689,487,9.81
2690,486,9.82
2691,515,9.8
2692,493,9.83
2693,509,9.79
2694,498,9.84
2695,520,9.77
2696,485,9.8
2697,469,9.8
2698,486,9.79
2699,477,9.81
2700,484,9.82
2701,474,9.8
2702,490,9.78
2703,486,9.84
2704,477,9.8
2705,489,9.82
2706,468,9.82
2707,503,9.84
2708,498,9.83
2709,503,9.79
2710,500,9.81
2711,485,9.81
2712,476,9.8
2713,469,9.8
2714,475,9.8
2715,462,9.78
2716,454,9.81
2717,433,9.81
2718,472,9.81
2719,463,9.84
2720,475,9.81
2721,499,9.83
2722,499,9.81
2723,502,9.8
2724,495,9.81
2725,481,9.8
2726,497,9.81
2727,484,9.81
2728,486,9.81
2729,489,9.81
2730,473,9.82
2731,476,9.83
2732,494,9.82
2733,491,9.81
2734,484,9.82
2735,467,9.81
2736,490,9.81
2737,491,9.83
2738,472,9.82
2739,461,9.81
2740,463,9.8
2741,480,9.83
2742,465,9.79
2743,468,9.82
2744,461,9.78
2745,473,9.83
2746,516,9.81
2747,477,9.78
2748,478,9.81
2749,496,9.83
2750,512,9.81
2751,497,9.84
2752,493,9.82
2753,486,9.83
2754,489,9.78
2755,503,9.81
2756,489,9.81
2757,488,9.81
2758,470,9.8
2759,486,9.8
2760,466,9.83
2761,473,9.79
2762,513,9.83
2763,486,9.8
2764,487,9.81
2765,493,9.81
2766,491,9.82
2767,465,9.81
2768,523,9.81
2769,499,9.8
2770,475,9.8
2771,480,9.78
2772,497,9.81
2773,493,9.81
2774,473,9.78
2775,489,9.82
2776,483,9.82
2777,526,9.83
2778,497,9.81
2779,495,9.83
2780,489,9.79
2781,521,9.81
2782,507,9.84
2783,478,9.81
2784,464,9.81
2785,465,9.79
2786,501,9.82
2787,490,9.8
2788,469,9.81
2789,462,9.82
2790,472,9.8
2791,490,9.8
2792,488,9.82
2793,490,9.81
2794,478,9.83
2795,495,9.79
2796,497,9.8
2797,510,9.81
2798,520,9.8
2799,493,9.81
2800,480,9.81
2801,474,9.83
2802,470,9.81
2803,443,9.81
2804,485,9.82
2805,487,9.81
2806,473,9.82
2807,475,9.78
2808,465,9.8
2809,475,9.82
2810,507,9.83
2811,495,9.85
2812,473,9.81
2813,474,9.82
2814,446,9.82
2815,468,9.81
2816,496,9.81
2817,482,9.83
2818,452,9.84
2819,499,9.77
2820,506,9.83
2821,489,9.8
2822,497,9.8
2823,483,9.82
2824,491,9.81
2825,490,9.8
2826,498,9.85
2827,502,9.81
2828,496,9.83
2829,498,9.8
2830,502,9.78
2831,486,9.82
2832,474,9.81
2833,471,9.79
2834,474,9.8
2835,510,9.81
2836,487,9.82
2837,472,9.8
2838,485,9.81
2839,473,9.79
2840,458,9.8
2841,434,9.78
2842,520,9.83
2843,505,9.8
2844,493,9.82
2845,486,9.83
2846,489,9.82
2847,494,9.82
2848,475,9.83
2849,474,9.82
2850,496,9.82
2851,482,9.81
2852,518,9.8
2853,504,9.82
2854,478,9.82
2855,484,9.83
2856,468,9.82
2857,462,9.79
2858,482,9.81
2859,476,9.82
2860,484,9.79
2861,499,9.81
2862,473,9.84
2863,487,9.79
2864,468,9.79
2865,479,9.85
2866,490,9.82
2867,481,9.81
2868,493,9.8
2869,522,9.8
2870,504,9.8
2871,481,9.83
2872,458,9.81
2873,457,9.81
2874,486,9.8
2875,490,9.83
2876,484,9.8
2877,493,9.8
2878,475,9.85
2879,476,9.82
2880,436,9.8
2881,493,9.8
2882,477,9.81
2883,502,9.79
2884,506,9.8
2885,483,9.82
2886,512,9.8
2887,479,9.82
2888,477,9.8
2889,496,9.8
2890,479,9.79
2891,491,9.8
2892,490,9.81
2893,498,9.83
2894,476,9.83
2895,498,9.8
2896,492,9.84
2897,487,9.81
2898,485,9.84
2899,499,9.83
2900,497,9.84
2901,489,9.79
2902,497,9.82
2903,500,9.8
2904,465,9.8
2905,470,9.81
2906,464,9.83
2907,444,9.84
2908,480,9.85
2909,505,9.85
2910,494,9.81
2911,496,9.8
2912,480,9.82
2913,545,9.82
2914,516,9.81
2915,502,9.83
2916,480,9.81
2917,476,9.82
2918,481,9.8
2919,553,9.82
2920,514,9.8
2921,514,9.81
2922,501,9.83
2923,492,9.81
2924,494,9.81
2925,501,9.82
2926,493,9.81
2927,475,9.85
2928,476,9.8
2929,508,9.81
2930,507,9.81
2931,495,9.8
2932,499,9.81
2933,500,9.81
2934,511,9.82
2935,514,9.81
2936,473,9.8
2937,466,9.81
2938,488,9.81
2939,468,9.8
2940,487,9.83
2941,489,9.79
2942,504,9.79
2943,487,9.84
2944,489,9.8
2945,498,9.81
2946,477,9.78
2947,465,9.81
2948,464,9.83
2949,459,9.81
2950,481,9.8
2951,476,9.81
2952,494,9.8
2953,493,9.77
2954,474,9.83
2955,455,9.81
2956,455,9.81
2957,467,9.81
2958,474,9.83
2959,468,9.81
2960,460,9.81
2961,480,9.79
2962,481,9.86
2963,480,9.82
2964,490,9.81
2965,477,9.8
2966,537,9.82
2967,518,9.81
2968,512,9.79
2969,479,9.82
2970,475,9.8
2971,465,9.82
2972,503,9.82
2973,500,9.82
2974,508,9.8
2975,485,9.82
2976,493,9.83
2977,486,9.79
2978,485,9.81
2979,489,9.81
2980,477,9.82
2981,487,9.8
2982,478,9.81
2983,474,9.81
2984,521,9.83
2985,507,9.8
2986,507,9.81
2987,506,9.82
2988,505,9.8
2989,479,9.81
2990,475,9.82
2991,499,9.81
2992,497,9.83
2993,474,9.8
2994,490,9.82
2995,486,9.81
2996,501,9.79
2997,479,9.83
2998,497,9.84
2999,522,9.8
3000,488,9.82
3000,494,9.81
3001,497,9.81
3002,505,9.8
3004,481,9.78
3005,507,9.82
3006,477,9.81
3007,473,9.8
3008,468,9.83
3009,470,9.81
3010,480,9.85
3011,481,9.83
3012,478,9.82
3013,494,9.82
3014,482,9.81
3015,494,9.82
3016,498,9.83
3017,497,9.82
3018,496,9.79
3019,507,9.82
3020,485,9.8
3021,479,9.83
3022,474,9.81
3023,483,9.78
3024,487,9.81
3025,475,9.84
3026,535,9.79
3027,488,9.85
3028,497,9.82
3029,499,9.84
3030,510,9.82
3031,462,9.82
3032,474,9.82
3033,447,9.85
3034,465,9.78
3035,462,9.79
3036,463,9.84
3037,488,9.8
3038,498,9.8
3039,500,9.82
3040,498,9.81
3041,479,9.83
3042,480,9.8
3043,474,9.84
3044,489,9.82
3045,514,9.82
3046,496,9.81
3047,480,9.82
3048,519,9.81
3049,489,9.82
3050,493,9.82
3051,505,9.82
3052,543,9.83
3053,504,9.81
3054,492,9.82
3055,478,9.81
3056,496,9.82
3057,493,9.8
3058,477,9.84
3059,508,9.81
3060,504,9.79
3061,512,9.81
3062,483,9.81
3063,482,9.79
3064,492,9.82
3065,484,9.84
3066,491,9.82
3067,472,9.8
3068,486,9.81
3069,490,9.83
3070,457,9.85
3071,478,9.79
3072,460,9.82
3073,482,9.8
3074,479,9.82
3075,482,9.81
3076,467,9.79
3077,464,9.82
3078,467,9.81
3079,497,9.81
3080,493,9.8
3081,497,9.79
3082,476,9.79
